index	chapter	chapter_title	subchapter	subchapter_title	part	part_title	section	section_title
3788	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1203	PART 1203 - EQUAL ACCESS TO JUSTICE ACT	1203.7	§ 1203.7   Awards against other agencies.
3789	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	745	PART 745 - SHARE INSURANCE AND APPENDIX	745.11	§ 745.11   Accounts evidenced by negotiable instruments.
3790	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	266	PART 266 - LIMITATIONS ON ACTIVITIES OF FORMER MEMBERS AND EMPLOYEES OF THE BOARD	266.4	§ 266.4   Suspension of appearance privilege.
3791	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.539	§ 308.539   Stays ordered by the Department of Justice.
3792	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.179	§ 308.179   Settlement negotiations.
3793	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	269b	PART 269b - CHARGES OF UNFAIR LABOR PRACTICES	269b.410	§ 269b.410   Notice of hearing.
3794	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	390	PART 390 - REGULATIONS TRANSFERRED FROM THE OFFICE OF THRIFT SUPERVISION	390.429	§ 390.429   Form for securities sale report.
3795	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.123	§ 308.123   Notice to depositors.
3796	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.126	§ 308.126   Special supervisory associations.
3797	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1282	PART 1282 - ENTERPRISE HOUSING GOALS AND MISSION	1282.40	§ 1282.40   Failure to comply.
3798	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.43	§ 313.43   Failure to timely submit request for hearing.
3799	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.143	§ 313.143   Cancellation of deduction.
3800	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.85	§ 313.85   Failure to timely request a hearing.
3801	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.84	§ 313.84   Effect of timely request.
3802	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	B	SUBCHAPTER B - RESOLUTION FUNDING CORPORATION	1510	PART 1510 - RESOLUTION FUNDING CORPORATION OPERATIONS	1510.6	§ 1510.6   What must the Funding Corporation do with surplus funds?
3803	II, VII	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED), CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A, A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED), SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	263, 747	PART 263 - RULES OF PRACTICE FOR HEARINGS, PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	263.30, 747.30	§ 263.30   Partial summary disposition., § 747.30   Partial summary disposition.
3804	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.30	§ 308.30   Partial summary disposition.
3805	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	714	PART 714 - LEASING	714.5	§ 714.5   What is required if you rely on an estimated residual value greater than 25% of the original cost of the leased property?
3806	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.35	§ 1209.35   Partial summary disposition.
3807	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.117	§ 308.117   Effective date of, and payment under, an order to pay.
3808	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	622	PART 622 - RULES OF PRACTICE AND PROCEDURE	622.81	§ 622.81   Default.
3809	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1203	PART 1203 - EQUAL ACCESS TO JUSTICE ACT	1203.6	§ 1203.6   Rulemaking on maximum rate for fees.
3810	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	602	PART 602 - RELEASING INFORMATION	602.24	§ 602.24   Responses to demands served on non-FCA employees or entities.
3811	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.28	§ 792.28   What if I am not satisfied with the response I receive?
3812	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	602	PART 602 - RELEASING INFORMATION	602.15	§ 602.15   Interest on unpaid fees.
3813	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261a	PART 261a - RULES REGARDING ACCESS TO PERSONAL INFORMATION UNDER THE PRIVACY ACT 1974	261a.7	§ 261a.7   Special procedures for medical records.
3814	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.127	§ 313.127   Correcting and updating referral.
3815	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.205	§ 747.205   Order terminating insured status.
3816	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	220	PART 220 - CREDIT BY BROKERS AND DEALERS (REGULATION T)	220.6	§ 220.6   Good faith account.
3817	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	352	PART 352 - NONDISCRIMINATION ON THE BASIS OF DISABILITY	352.4	§ 352.4   Nondiscrimination in any program or activity conducted by the FDIC.
3818	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	347	PART 347 - INTERNATIONAL BANKING	347.115	§ 347.115   Permissible activities for a foreign branch of an insured state nonmember bank.
3819	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	B	SUBCHAPTER B - RESOLUTION FUNDING CORPORATION	1510	PART 1510 - RESOLUTION FUNDING CORPORATION OPERATIONS	1510.7	§ 1510.7   What are the Funding Corporation's reporting requirements?
3820	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	617	PART 617 - BORROWER RIGHTS	617.7600	§ 617.7600   What are the definitions used in this subpart?
3821	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	702	PART 702 - CAPITAL ADEQUACY	702.702	§ 702.702   Definitions.
3822	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	723	PART 723 - MEMBER BUSINESS LOANS; COMMERCIAL LENDING	723.6	§ 723.6   Construction and development loans.
3823	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.148	§ 308.148   Rights of witnesses.
3824	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	269b	PART 269b - CHARGES OF UNFAIR LABOR PRACTICES	269b.620	§ 269b.620   Action by panel.
3825	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	269b	PART 269b - CHARGES OF UNFAIR LABOR PRACTICES	269b.720	§ 269b.720   Computation of time for filing papers.
3826	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	347	PART 347 - INTERNATIONAL BANKING	347.120	§ 347.120   Computation of investment amounts.
3827	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	262	PART 262 - RULES OF PROCEDURE	262.4	§ 262.4   Adjudication with formal hearing.
3828	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1271	PART 1271 - MISCELLANEOUS FEDERAL HOME LOAN BANK OPERATIONS AND AUTHORITIES	1271.4	§ 1271.4   Incidental powers.
3829	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.311	§ 747.311   Relevant considerations.
3830	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.62	§ 263.62   Relevant considerations for assessment of civil penalty.
3831	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	741	PART 741 - REQUIREMENTS FOR INSURANCE	741.3	§ 741.3   Criteria.
3832	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1282	PART 1282 - ENTERPRISE HOUSING GOALS AND MISSION	1282.17	§ 1282.17   Affordability - Income level definitions - family size and income known (owner-occupied units, actual tenants, and prospective tenants).
3833	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1282	PART 1282 - ENTERPRISE HOUSING GOALS AND MISSION	1282.18	§ 1282.18   Affordability - Income level definitions - family size not known (actual or prospective tenants).
3834	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5353	§ 615.5353   Relation to other actions.
3835	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	214	PART 214 - RELATIONS WITH FOREIGN BANKS AND BANKERS (REGULATION N)	214.2	§ 214.2   Information to be furnished to the Board.
3836	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.815	§ 608.815   Credit report.
3837	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1274	PART 1274 - FINANCIAL STATEMENTS OF THE BANKS	1274.3	§ 1274.3   Requirements to provide financial and other information to FHFA and the OF.
3838	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	628	PART 628 - CAPITAL ADEQUACY OF SYSTEM INSTITUTIONS	628.21	§ 628.21   Capital bylaw or board resolution to include equities in tier 1 and tier 2 capital.
3839	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	225	PART 225 - BANK HOLDING COMPANIES AND CHANGE IN BANK CONTROL (REGULATION Y)	225.141	§ 225.141   Operations subsidiaries of a bank holding company.
3840	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	368	PART 368 - GOVERNMENT SECURITIES SALES PRACTICES	368.4	§ 368.4   Recommendations to customers.
3841	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	221	PART 221 - CREDIT BY BANKS AND PERSONS OTHER THAN BROKERS OR DEALERS FOR THE PURPOSE OF PURCHASING OR CARRYING MARGIN STOCK (REGULATION U)	221.109	§ 221.109   Loan to open-end investment company.
3842	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1230	PART 1230 - EXECUTIVE COMPENSATION	1230.5	§ 1230.5   Submission of supporting information.
3843	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1208	PART 1208 - DEBT COLLECTION	1208.72	§ 1208.72   Failure to appear.
3844	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.92	§ 313.92   Failure to appear.
3845	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	611	PART 611 - ORGANIZATION	611.350	§ 611.350   Application of cooperative principles to the election of directors.
3846	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	741	PART 741 - REQUIREMENTS FOR INSURANCE	741.5	§ 741.5   Notice of termination of excess insurance coverage.
3847	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	269	PART 269 - POLICY ON LABOR RELATIONS FOR THE FEDERAL RESERVE BANKS	269.9	§ 269.9   Mediation of negotiation impasses.
3848	XVII	CHAPTER XVII - OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT, DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	C	SUBCHAPTER C - SAFETY AND SOUNDNESS	1777	PART 1777 - PROMPT CORRECTIVE ACTION	1777.10	§ 1777.10   Developments prompting supervisory response.
3849	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.61	§ 263.61   Opportunity for informal proceeding.
3850	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.803	§ 608.803   Definitions.
3851	XV	CHAPTER XV - DEPARTMENT OF THE TREASURY	B	SUBCHAPTER B - RESOLUTION FUNDING CORPORATION	1511	PART 1511 - BOOK-ENTRY PROCEDURE	1511.1	§ 1511.1   Definitions of terms.
3852	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	608	PART 608 - COLLECTION OF CLAIMS OWED THE UNITED STATES	608.837	§ 608.837   Definitions.
3853	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5450	§ 615.5450   Definitions.
3854	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5500	§ 615.5500   Definitions.
3855	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.702	§ 747.702   Information obtained in investigations.
3856	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	622	PART 622 - RULES OF PRACTICE AND PROCEDURE	622.103	§ 622.103   Formal investigations are confidential.
3857	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	225	PART 225 - BANK HOLDING COMPANIES AND CHANGE IN BANK CONTROL (REGULATION Y)	225.67	§ 225.67   Enforcement.
3858	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	323	PART 323 - APPRAISALS	323.7	§ 323.7   Enforcement.
3859	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1271	PART 1271 - MISCELLANEOUS FEDERAL HOME LOAN BANK OPERATIONS AND AUTHORITIES	1271.10	§ 1271.10   Transfer of funds between Banks.
3860	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.147	§ 308.147   Investigations confidential.
3861	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	613	PART 613 - ELIGIBILITY AND SCOPE OF FINANCING	613.3005	§ 613.3005   Lending objective.
3862	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	361	PART 361 - MINORITY AND WOMEN OUTREACH PROGRAM CONTRACTING	361.2	§ 361.2   Why does the FDIC have this outreach program?
3863	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	605	PART 605 - INFORMATION	605.500	§ 605.500   Policy.
3864	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	625	PART 625 - APPLICATION FOR AWARD OF FEES AND OTHER EXPENSES UNDER THE EQUAL ACCESS TO JUSTICE ACT	625.28	§ 625.28   Judicial review.
3865	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	619	PART 619 - DEFINITIONS	619.9025	§ 619.9025   Agricultural land.
3866	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.49	§ 792.49   Definitions.
3867	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	617	PART 617 - BORROWER RIGHTS	617.7405	§ 617.7405   On what policies are loan restructurings based?
3868	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4232	§ 614.4232   Loans to domestic lessors.
3869	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4155	§ 614.4155   Interest rates.
3870	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4080	§ 614.4080   Loans and chartered territory - banks for cooperatives.
3871	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4231	§ 614.4231   Certain seasonal commodity loans to cooperatives.
3872	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	340	PART 340 - RESTRICTIONS ON SALE OF ASSETS OF A FAILED INSTITUTION BY THE FEDERAL DEPOSIT INSURANCE CORPORATION	340.2	§ 340.2   Definitions.
3873	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	603	PART 603 - PRIVACY ACT REGULATIONS	603.325	§ 603.325   Special procedures for medical records.
3874	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	310	PART 310 - PRIVACY ACT REGULATIONS	310.6	§ 310.6   Special procedures: Medical records.
3875	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1263	PART 1263 - MEMBERS OF THE BANKS	1263.32	§ 1263.32   Official membership insignia.
3876	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	261b	PART 261b - RULES REGARDING PUBLIC OBSERVATION OF MEETINGS	261b.3	§ 261b.3   Conduct of agency business.
3877	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.24	§ 792.24   Can NCUA charge me interest if I fail to pay my bill?
3878	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.03	§ 792.03   How will I know which records to request?
3879	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.25	§ 792.25   Will NCUA charge me if the records are not found or are determined to be exempt?
3880	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	712	PART 712 - CREDIT UNION SERVICE ORGANIZATIONS (CUSOs)	712.5	§ 712.5   What activities and services are preapproved for CUSOs?
3881	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	797	PART 797 - PROCEDURES FOR DEBT COLLECTION	797.5	§ 797.5   Authority and scope.
3882	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	705	PART 705 - COMMUNITY DEVELOPMENT REVOLVING LOAN FUND ACCESS FOR CREDIT UNIONS	705.4	§ 705.4   Permissible uses of loan funds.
